uid,eventType,datetime,home_stay
u31,HomeMobility,2013-04-03 11:18:13,True
u31,HomeMobility,2013-04-03 11:38:07,True
u31,HomeMobility,2013-04-03 11:58:07,True
u31,HomeMobility,2013-04-03 12:18:07,True
u31,HomeMobility,2013-04-03 12:38:12,True
u31,HomeMobility,2013-04-03 12:58:12,True
u31,HomeMobility,2013-04-03 13:18:12,True
u31,HomeMobility,2013-04-03 13:38:07,False
u31,HomeMobility,2013-04-03 13:58:07,False
u31,HomeMobility,2013-04-03 14:18:07,False
u31,HomeMobility,2013-04-03 14:38:07,False
u31,HomeMobility,2013-04-03 14:58:07,False
u31,HomeMobility,2013-04-03 15:18:07,False
u31,HomeMobility,2013-04-03 15:38:07,False
u31,HomeMobility,2013-04-03 15:58:08,False
u31,HomeMobility,2013-04-03 16:18:07,False
u31,HomeMobility,2013-04-03 16:38:07,False
u31,HomeMobility,2013-04-03 16:58:07,False
u31,HomeMobility,2013-04-03 17:18:07,False
u31,HomeMobility,2013-04-03 17:38:07,False
u31,HomeMobility,2013-04-03 17:58:07,False
u31,HomeMobility,2013-04-03 18:18:07,False
u31,HomeMobility,2013-04-03 18:38:07,False
u31,HomeMobility,2013-04-03 18:58:08,False
u31,HomeMobility,2013-04-03 19:08:48,False
u31,HomeMobility,2013-04-03 19:38:08,False
u31,HomeMobility,2013-04-03 19:58:07,False
u31,HomeMobility,2013-04-03 20:18:07,False
u31,HomeMobility,2013-04-03 20:38:07,False
u31,HomeMobility,2013-04-03 20:57:56,False
u31,HomeMobility,2013-04-03 21:18:07,True
u31,HomeMobility,2013-04-03 21:38:07,True
u31,HomeMobility,2013-04-03 21:58:07,True
u31,HomeMobility,2013-04-03 22:18:07,True
u31,HomeMobility,2013-04-03 22:38:07,True
u31,HomeMobility,2013-04-03 22:56:46,True
u31,HomeMobility,2013-04-03 23:18:07,True
u31,HomeMobility,2013-04-03 23:38:07,True
u31,HomeMobility,2013-04-03 23:58:07,True
u31,HomeMobility,2013-04-04 00:18:07,True
u31,HomeMobility,2013-04-04 00:38:07,True
u31,HomeMobility,2013-04-04 00:58:07,True
u31,HomeMobility,2013-04-04 01:18:07,True
u31,HomeMobility,2013-04-04 01:38:07,True
u31,HomeMobility,2013-04-04 01:58:12,True
u31,HomeMobility,2013-04-04 02:18:07,True
u31,HomeMobility,2013-04-04 02:38:07,True
u31,HomeMobility,2013-04-04 02:58:12,True
u31,HomeMobility,2013-04-04 03:18:07,True
u31,HomeMobility,2013-04-04 03:38:07,True
u31,HomeMobility,2013-04-04 03:58:07,True
u31,HomeMobility,2013-04-04 04:18:07,True
u31,HomeMobility,2013-04-04 04:38:07,True
u31,HomeMobility,2013-04-04 04:58:13,True
u31,HomeMobility,2013-04-04 05:18:07,True
u31,HomeMobility,2013-04-04 05:38:12,True
u31,HomeMobility,2013-04-04 05:58:07,True
u31,HomeMobility,2013-04-04 06:18:11,True
u31,HomeMobility,2013-04-04 06:38:07,True
u31,HomeMobility,2013-04-04 06:58:07,True
u31,HomeMobility,2013-04-04 07:18:07,True
u31,HomeMobility,2013-04-04 07:38:07,True
u31,HomeMobility,2013-04-04 07:58:07,True
u31,HomeMobility,2013-04-04 08:18:07,True
u31,HomeMobility,2013-04-04 08:38:07,True
u31,HomeMobility,2013-04-04 08:58:07,True
u31,HomeMobility,2013-04-04 09:18:07,True
