uid,typeEvent,inference,startDate,endDate,duration
u08,Physical activity,1,2013-04-15 12:25:53,2013-04-15 12:29:13,200
u08,Physical activity,0,2013-04-15 12:29:16,2013-04-15 12:29:47,31
u08,Physical activity,3,2013-04-15 12:29:50,2013-04-15 12:29:58,8
u08,Physical activity,1,2013-04-15 12:30:00,2013-04-15 12:33:19,199
u08,Physical activity,0,2013-04-15 12:33:21,2013-04-15 12:37:12,231
u08,Physical activity,1,2013-04-15 12:37:15,2013-04-15 12:37:22,7
u08,Physical activity,0,2013-04-15 12:37:25,2013-04-15 12:37:46,21
u08,Physical activity,1,2013-04-15 12:37:48,2013-04-15 12:41:15,207
u08,Physical activity,2,2013-04-15 12:41:17,2013-04-15 12:41:30,13
u08,Physical activity,1,2013-04-15 12:41:33,2013-04-15 12:41:48,15
u08,Physical activity,2,2013-04-15 12:41:51,2013-04-15 12:42:04,13
u08,Physical activity,1,2013-04-15 12:42:06,2013-04-15 12:46:05,239
u08,Physical activity,0,2013-04-15 12:46:07,2013-04-15 12:49:20,193
u08,Physical activity,1,2013-04-15 12:49:23,2013-04-15 12:49:38,15
u08,Physical activity,2,2013-04-15 12:49:41,2013-04-15 12:49:59,18
u08,Physical activity,1,2013-04-15 12:50:07,2013-04-15 12:50:07,0
u08,Physical activity,2,2013-04-15 12:53:15,2013-04-15 12:53:48,33
u08,Physical activity,0,2013-04-15 12:53:51,2013-04-15 12:53:56,5
u08,Physical activity,3,2013-04-15 12:53:59,2013-04-15 12:53:59,0
u08,Physical activity,0,2013-04-15 12:54:01,2013-04-15 12:58:07,246
u08,Physical activity,3,2013-04-15 13:01:10,2013-04-15 13:01:10,0
u08,Physical activity,0,2013-04-15 13:01:12,2013-04-15 13:05:17,245
u08,Physical activity,1,2013-04-15 13:05:20,2013-04-15 13:05:38,18
u08,Physical activity,0,2013-04-15 13:05:40,2013-04-15 13:13:19,459
u08,Physical activity,1,2013-04-15 13:13:22,2013-04-15 13:17:13,231
u08,Physical activity,2,2013-04-15 13:17:16,2013-04-15 13:17:34,18
u08,Physical activity,1,2013-04-15 13:17:37,2013-04-15 13:17:47,10
u08,Physical activity,0,2013-04-15 13:17:49,2013-04-15 13:21:13,204
u08,Physical activity,1,2013-04-15 13:21:16,2013-04-15 13:21:59,43
u08,Physical activity,0,2013-04-15 13:22:04,2013-04-15 13:33:22,678
u08,Physical activity,3,2013-04-15 13:33:25,2013-04-15 13:33:25,0
u08,Physical activity,0,2013-04-15 13:33:27,2013-04-15 18:45:13,18706
u08,Physical activity,1,2013-04-15 18:45:15,2013-04-15 18:49:20,245
u08,Physical activity,2,2013-04-15 18:49:22,2013-04-15 18:49:22,0
u08,Physical activity,1,2013-04-15 18:49:25,2013-04-15 18:49:25,0
u08,Physical activity,2,2013-04-15 18:49:27,2013-04-15 18:49:32,5
u08,Physical activity,1,2013-04-15 18:49:35,2013-04-15 18:49:45,10
u08,Physical activity,2,2013-04-15 18:49:48,2013-04-15 18:49:51,3
u08,Physical activity,1,2013-04-15 18:49:53,2013-04-15 18:53:40,227
u08,Physical activity,0,2013-04-15 18:53:42,2013-04-15 18:53:42,0
u08,Physical activity,1,2013-04-15 18:53:45,2013-04-15 18:57:45,240
u08,Physical activity,0,2013-04-15 18:57:47,2013-04-15 18:57:55,8
u08,Physical activity,3,2013-04-15 18:57:58,2013-04-15 19:01:14,196
u08,Physical activity,0,2013-04-15 19:01:16,2013-04-15 19:49:21,2885
u08,Physical activity,1,2013-04-15 19:49:26,2013-04-15 19:49:34,8
u08,Physical activity,0,2013-04-15 19:49:37,2013-04-15 19:49:37,0
u08,Physical activity,3,2013-04-15 19:49:39,2013-04-15 19:49:42,3
u08,Physical activity,0,2013-04-15 19:49:44,2013-04-15 19:49:47,3
u08,Physical activity,3,2013-04-15 19:49:49,2013-04-15 19:49:52,3
u08,Physical activity,1,2013-04-15 19:49:55,2013-04-15 19:50:00,5
u08,Physical activity,3,2013-04-15 19:50:02,2013-04-15 19:50:02,0
u08,Physical activity,1,2013-04-15 19:50:05,2013-04-15 19:50:05,0
u08,Physical activity,3,2013-04-15 19:50:08,2013-04-15 19:50:08,0
u08,Physical activity,1,2013-04-15 19:53:11,2013-04-15 19:53:49,38
u08,Physical activity,2,2013-04-15 19:53:52,2013-04-15 19:58:07,255
u08,Physical activity,1,2013-04-15 20:01:10,2013-04-15 20:01:43,33
u08,Physical activity,0,2013-04-15 20:01:46,2013-04-15 20:01:56,10
u08,Physical activity,1,2013-04-15 20:01:59,2013-04-15 20:05:14,195
u08,Physical activity,3,2013-04-15 20:05:17,2013-04-15 20:05:22,5
u08,Physical activity,1,2013-04-15 20:05:25,2013-04-15 20:05:25,0
u08,Physical activity,0,2013-04-15 20:05:27,2013-04-15 20:05:38,11
u08,Physical activity,1,2013-04-15 20:05:40,2013-04-15 20:09:09,209
u08,Physical activity,0,2013-04-15 20:09:11,2013-04-15 20:09:17,6
u08,Physical activity,1,2013-04-15 20:09:19,2013-04-15 20:09:35,16
u08,Physical activity,0,2013-04-15 20:09:37,2013-04-15 20:09:42,5
u08,Physical activity,1,2013-04-15 20:09:45,2013-04-15 20:09:45,0
u08,Physical activity,0,2013-04-15 20:09:48,2013-04-15 20:13:14,206
u08,Physical activity,1,2013-04-15 20:13:16,2013-04-15 20:13:19,3
u08,Physical activity,2,2013-04-15 20:13:21,2013-04-15 20:17:13,232
u08,Physical activity,1,2013-04-15 20:17:16,2013-04-15 20:17:23,7
u08,Physical activity,2,2013-04-15 20:17:26,2013-04-15 20:25:28,482
u08,Physical activity,1,2013-04-15 20:25:30,2013-04-15 20:26:04,34
u08,Physical activity,2,2013-04-15 20:26:06,2013-04-15 20:29:35,209
u08,Physical activity,1,2013-04-15 20:29:40,2013-04-15 20:29:40,0
u08,Physical activity,0,2013-04-15 20:29:43,2013-04-15 20:33:45,242
u08,Physical activity,3,2013-04-15 20:33:48,2013-04-15 20:33:55,7
u08,Physical activity,0,2013-04-15 20:34:03,2013-04-15 23:17:18,9795
u08,Physical activity,3,2013-04-15 23:17:20,2013-04-15 23:17:20,0
u08,Physical activity,1,2013-04-15 23:17:22,2013-04-15 23:17:22,0
u08,Physical activity,0,2013-04-15 23:17:25,2013-04-15 23:17:51,26
u08,Physical activity,1,2013-04-15 23:17:53,2013-04-15 23:21:24,211
u08,Physical activity,0,2013-04-15 23:21:27,2013-04-15 23:25:11,224
u08,Physical activity,1,2013-04-15 23:25:14,2013-04-15 23:33:34,500
u08,Physical activity,0,2013-04-15 23:33:36,2013-04-15 23:33:47,11
u08,Physical activity,3,2013-04-15 23:33:52,2013-04-15 23:33:57,5
u08,Physical activity,1,2013-04-15 23:34:00,2013-04-15 23:37:13,193
u08,Physical activity,0,2013-04-15 23:37:15,2013-04-15 23:37:26,11
u08,Physical activity,1,2013-04-15 23:37:28,2013-04-15 23:37:31,3
u08,Physical activity,3,2013-04-15 23:37:33,2013-04-15 23:37:33,0
u08,Physical activity,1,2013-04-15 23:37:36,2013-04-15 23:37:49,13
u08,Physical activity,0,2013-04-15 23:37:51,2013-04-15 23:41:15,204
u08,Physical activity,2,2013-04-15 23:41:18,2013-04-15 23:41:56,38
u08,Physical activity,1,2013-04-15 23:41:59,2013-04-15 23:42:04,5
u08,Physical activity,2,2013-04-15 23:42:07,2013-04-15 23:45:12,185
u08,Physical activity,1,2013-04-15 23:45:15,2013-04-15 23:45:30,15
u08,Physical activity,3,2013-04-15 23:45:33,2013-04-15 23:45:33,0
u08,Physical activity,1,2013-04-15 23:45:35,2013-04-15 23:49:11,216
u08,Physical activity,0,2013-04-15 23:49:14,2013-04-16 11:17:36,41302
u08,Physical activity,1,2013-04-16 11:17:39,2013-04-16 11:17:47,8
u08,Physical activity,3,2013-04-16 11:17:49,2013-04-16 11:17:49,0
u08,Physical activity,1,2013-04-16 11:17:51,2013-04-16 11:17:59,8
u08,Physical activity,3,2013-04-16 11:18:01,2013-04-16 11:18:09,8
u08,Physical activity,0,2013-04-16 11:18:12,2013-04-16 11:18:14,2
u08,Physical activity,3,2013-04-16 11:18:17,2013-04-16 11:21:28,191
u08,Physical activity,1,2013-04-16 11:21:30,2013-04-16 11:21:30,0
u08,Physical activity,0,2013-04-16 11:21:36,2013-04-16 12:26:14,3878
u08,Physical activity,1,2013-04-16 12:26:16,2013-04-16 12:34:07,471
u08,Physical activity,2,2013-04-16 12:34:10,2013-04-16 12:34:10,0
u08,Physical activity,1,2013-04-16 12:34:12,2013-04-16 12:37:31,199
u08,Physical activity,0,2013-04-16 12:37:33,2013-04-16 12:37:54,21
u08,Physical activity,1,2013-04-16 12:37:57,2013-04-16 12:41:23,206
u08,Physical activity,0,2013-04-16 12:41:25,2013-04-16 12:45:31,246
u08,Physical activity,1,2013-04-16 12:45:33,2013-04-16 12:49:24,231
u08,Physical activity,0,2013-04-16 12:49:27,2013-04-16 13:13:29,1442
u08,Physical activity,1,2013-04-16 13:13:37,2013-04-16 13:17:32,235
u08,Physical activity,0,2013-04-16 13:17:34,2013-04-16 13:25:30,476
u08,Physical activity,1,2013-04-16 13:25:33,2013-04-16 13:26:19,46
u08,Physical activity,0,2013-04-16 13:29:21,2013-04-16 13:41:33,732
u08,Physical activity,3,2013-04-16 13:41:35,2013-04-16 13:41:35,0
u08,Physical activity,0,2013-04-16 13:41:38,2013-04-16 13:41:58,20
u08,Physical activity,3,2013-04-16 13:42:01,2013-04-16 13:45:30,209
u08,Physical activity,0,2013-04-16 13:45:32,2013-04-16 13:45:50,18
u08,Physical activity,1,2013-04-16 13:45:53,2013-04-16 13:45:53,0
u08,Physical activity,0,2013-04-16 13:45:58,2013-04-16 13:57:35,697
u08,Physical activity,1,2013-04-16 13:57:51,2013-04-16 14:05:25,454
u08,Physical activity,0,2013-04-16 14:05:27,2013-04-16 14:53:53,2906
u08,Physical activity,1,2013-04-16 14:53:56,2013-04-16 14:53:56,0
u08,Physical activity,0,2013-04-16 14:54:04,2013-04-16 15:01:26,442
u08,Physical activity,1,2013-04-16 15:01:28,2013-04-16 15:01:38,10
u08,Physical activity,0,2013-04-16 15:01:41,2013-04-16 15:01:49,8
u08,Physical activity,1,2013-04-16 15:01:51,2013-04-16 15:01:56,5
u08,Physical activity,0,2013-04-16 15:01:59,2013-04-16 15:01:59,0
u08,Physical activity,1,2013-04-16 15:02:02,2013-04-16 15:05:30,208
u08,Physical activity,0,2013-04-16 15:05:33,2013-04-16 15:29:46,1453
u08,Physical activity,1,2013-04-16 15:29:49,2013-04-16 15:33:25,216
u08,Physical activity,0,2013-04-16 15:33:28,2013-04-16 15:57:36,1448
u08,Physical activity,1,2013-04-16 15:57:38,2013-04-16 15:58:04,26
u08,Physical activity,0,2013-04-16 15:58:07,2013-04-16 16:09:40,693
u08,Physical activity,3,2013-04-16 16:09:42,2013-04-16 16:09:45,3
u08,Physical activity,0,2013-04-16 16:09:47,2013-04-16 16:45:59,2172
u08,Physical activity,3,2013-04-16 16:46:01,2013-04-16 16:46:22,21
u08,Physical activity,0,2013-04-16 16:49:25,2013-04-16 16:49:35,10
u08,Physical activity,3,2013-04-16 16:49:38,2013-04-16 16:49:40,2
u08,Physical activity,0,2013-04-16 16:49:43,2013-04-16 16:53:32,229
u08,Physical activity,1,2013-04-16 16:53:35,2013-04-16 16:53:43,8
u08,Physical activity,0,2013-04-16 16:53:45,2013-04-16 16:54:19,34
u08,Physical activity,1,2013-04-16 16:54:21,2013-04-16 16:57:29,188
u08,Physical activity,0,2013-04-16 16:57:32,2013-04-16 17:53:41,3369
u08,Physical activity,1,2013-04-16 17:53:44,2013-04-16 17:57:48,244
u08,Physical activity,0,2013-04-16 17:57:51,2013-04-16 17:57:59,8
u08,Physical activity,1,2013-04-16 17:58:01,2013-04-16 17:58:25,24
u08,Physical activity,0,2013-04-16 18:01:25,2013-04-16 18:46:06,2681
u08,Physical activity,1,2013-04-16 18:46:08,2013-04-16 18:46:16,8
u08,Physical activity,0,2013-04-16 18:46:19,2013-04-16 18:49:33,194
u08,Physical activity,1,2013-04-16 18:49:41,2013-04-16 18:49:57,16
u08,Physical activity,0,2013-04-16 18:49:59,2013-04-16 18:50:09,10
u08,Physical activity,1,2013-04-16 18:50:12,2013-04-16 18:53:41,209
u08,Physical activity,2,2013-04-16 18:53:43,2013-04-16 18:53:53,10
u08,Physical activity,1,2013-04-16 18:53:56,2013-04-16 18:54:09,13
u08,Physical activity,3,2013-04-16 18:54:12,2013-04-16 18:54:14,2
u08,Physical activity,1,2013-04-16 18:54:22,2013-04-16 18:54:22,0
u08,Physical activity,0,2013-04-16 18:54:24,2013-04-16 18:57:32,188
u08,Physical activity,1,2013-04-16 18:57:35,2013-04-16 18:57:38,3
u08,Physical activity,0,2013-04-16 18:57:45,2013-04-16 18:58:21,36
u08,Physical activity,1,2013-04-16 19:01:26,2013-04-16 19:01:34,8
u08,Physical activity,0,2013-04-16 19:01:37,2013-04-16 19:02:10,33
u08,Physical activity,1,2013-04-16 19:02:13,2013-04-16 19:05:29,196
u08,Physical activity,0,2013-04-16 19:05:31,2013-04-16 19:37:34,1923
u08,Physical activity,1,2013-04-16 19:37:37,2013-04-16 19:38:03,26
u08,Physical activity,0,2013-04-16 19:38:05,2013-04-16 19:38:13,8
u08,Physical activity,1,2013-04-16 19:38:16,2013-04-16 19:41:50,214
u08,Physical activity,2,2013-04-16 19:41:52,2013-04-16 19:41:52,0
u08,Physical activity,1,2013-04-16 19:41:55,2013-04-16 19:45:36,221
u08,Physical activity,0,2013-04-16 19:45:39,2013-04-16 21:09:31,5032
u08,Physical activity,1,2013-04-16 21:09:34,2013-04-16 21:13:59,265
u08,Physical activity,2,2013-04-16 21:14:02,2013-04-16 21:17:28,206
u08,Physical activity,0,2013-04-16 21:17:31,2013-04-16 23:05:40,6489
u08,Physical activity,3,2013-04-16 23:05:42,2013-04-16 23:06:16,34
u08,Physical activity,0,2013-04-16 23:06:18,2013-04-16 23:29:48,1410
u08,Physical activity,3,2013-04-16 23:29:50,2013-04-16 23:29:55,5
u08,Physical activity,1,2013-04-16 23:29:58,2013-04-16 23:30:21,23
u08,Physical activity,2,2013-04-16 23:30:24,2013-04-16 23:33:29,185
u08,Physical activity,1,2013-04-16 23:33:32,2013-04-16 23:33:32,0
u08,Physical activity,2,2013-04-16 23:33:35,2013-04-16 23:33:35,0
u08,Physical activity,1,2013-04-16 23:33:37,2013-04-16 23:33:50,13
u08,Physical activity,0,2013-04-16 23:33:53,2013-04-16 23:34:08,15
u08,Physical activity,1,2013-04-16 23:34:11,2013-04-16 23:37:32,201
u08,Physical activity,0,2013-04-16 23:37:34,2013-04-16 23:53:38,964
u08,Physical activity,2,2013-04-16 23:53:41,2013-04-16 23:57:49,248
u08,Physical activity,1,2013-04-16 23:57:51,2013-04-16 23:58:07,16
u08,Physical activity,0,2013-04-16 23:58:09,2013-04-17 00:01:38,209
u08,Physical activity,1,2013-04-17 00:01:41,2013-04-17 00:02:17,36
u08,Physical activity,0,2013-04-17 00:02:19,2013-04-17 00:05:58,219
u08,Physical activity,1,2013-04-17 00:06:01,2013-04-17 00:09:40,219
u08,Physical activity,2,2013-04-17 00:09:42,2013-04-17 00:13:34,232
u08,Physical activity,0,2013-04-17 00:13:37,2013-04-17 01:25:40,4323
u08,Physical activity,3,2013-04-17 01:25:42,2013-04-17 01:25:52,10
u08,Physical activity,0,2013-04-17 01:25:55,2013-04-17 01:25:58,3
u08,Physical activity,3,2013-04-17 01:26:00,2013-04-17 01:26:00,0
u08,Physical activity,0,2013-04-17 01:26:03,2013-04-17 01:26:05,2
u08,Physical activity,3,2013-04-17 01:26:08,2013-04-17 01:26:08,0
u08,Physical activity,0,2013-04-17 01:26:10,2013-04-17 01:33:34,444
u08,Physical activity,3,2013-04-17 01:33:37,2013-04-17 01:33:37,0
u08,Physical activity,0,2013-04-17 01:33:39,2013-04-17 01:33:39,0
u08,Physical activity,1,2013-04-17 01:33:42,2013-04-17 01:33:49,7
u08,Physical activity,0,2013-04-17 01:33:52,2013-04-17 01:33:52,0
u08,Physical activity,3,2013-04-17 01:33:55,2013-04-17 01:34:05,10
u08,Physical activity,1,2013-04-17 01:34:10,2013-04-17 01:37:31,201
u08,Physical activity,0,2013-04-17 01:37:33,2013-04-17 03:42:03,7470
u08,Physical activity,3,2013-04-17 03:42:06,2013-04-17 03:42:08,2
u08,Physical activity,0,2013-04-17 03:42:11,2013-04-17 03:45:36,205
u08,Physical activity,2,2013-04-17 03:45:39,2013-04-17 03:45:44,5
u08,Physical activity,0,2013-04-17 03:45:46,2013-04-17 03:45:52,6
u08,Physical activity,3,2013-04-17 03:45:54,2013-04-17 03:45:57,3
u08,Physical activity,0,2013-04-17 03:45:59,2013-04-17 09:30:18,20659
u08,Physical activity,3,2013-04-17 09:30:21,2013-04-17 09:30:21,0
u08,Physical activity,0,2013-04-17 09:33:32,2013-04-17 09:33:52,20
u08,Physical activity,1,2013-04-17 09:33:55,2013-04-17 09:34:21,26
u08,Physical activity,2,2013-04-17 09:34:23,2013-04-17 09:38:15,232
u08,Physical activity,1,2013-04-17 09:41:29,2013-04-17 09:41:29,0
u08,Physical activity,0,2013-04-17 09:41:32,2013-04-17 09:42:00,28
u08,Physical activity,1,2013-04-17 09:42:03,2013-04-17 09:42:06,3
u08,Physical activity,0,2013-04-17 09:42:08,2013-04-17 09:45:45,217
u08,Physical activity,1,2013-04-17 09:45:48,2013-04-17 09:45:53,5
u08,Physical activity,0,2013-04-17 09:45:55,2013-04-17 09:46:11,16
u08,Physical activity,3,2013-04-17 09:46:13,2013-04-17 09:46:13,0
u08,Physical activity,0,2013-04-17 09:46:16,2013-04-17 09:46:16,0
u08,Physical activity,1,2013-04-17 09:46:18,2013-04-17 09:46:18,0
u08,Physical activity,0,2013-04-17 09:46:21,2013-04-17 09:46:21,0
u08,Physical activity,1,2013-04-17 09:46:24,2013-04-17 09:46:26,2
u08,Physical activity,0,2013-04-17 09:49:30,2013-04-17 09:49:48,18
u08,Physical activity,1,2013-04-17 09:50:09,2013-04-17 09:50:09,0
u08,Physical activity,0,2013-04-17 09:50:11,2013-04-17 09:50:11,0
u08,Physical activity,1,2013-04-17 09:50:14,2013-04-17 09:50:27,13
u08,Physical activity,2,2013-04-17 09:53:28,2013-04-17 10:01:31,483
u08,Physical activity,1,2013-04-17 10:01:34,2013-04-17 10:02:10,36
u08,Physical activity,0,2013-04-17 10:02:13,2013-04-17 11:06:17,3844
u08,Physical activity,1,2013-04-17 11:06:19,2013-04-17 11:06:19,0
u08,Physical activity,2,2013-04-17 11:06:22,2013-04-17 11:09:53,211
u08,Physical activity,1,2013-04-17 11:09:56,2013-04-17 11:10:01,5
u08,Physical activity,2,2013-04-17 11:10:04,2013-04-17 11:10:17,13
u08,Physical activity,1,2013-04-17 11:10:19,2013-04-17 11:13:29,190
u08,Physical activity,0,2013-04-17 11:13:32,2013-04-17 12:13:59,3627
u08,Physical activity,3,2013-04-17 12:14:01,2013-04-17 12:14:04,3
u08,Physical activity,0,2013-04-17 12:14:06,2013-04-17 12:18:24,258
u08,Physical activity,3,2013-04-17 12:18:30,2013-04-17 12:18:30,0
u08,Physical activity,0,2013-04-17 12:21:37,2013-04-17 12:26:03,266
u08,Physical activity,1,2013-04-17 12:26:06,2013-04-17 12:26:24,18
u08,Physical activity,2,2013-04-17 12:26:26,2013-04-17 12:29:47,201
u08,Physical activity,1,2013-04-17 12:29:50,2013-04-17 12:34:19,269
u08,Physical activity,2,2013-04-17 12:34:21,2013-04-17 12:37:43,202
u08,Physical activity,1,2013-04-17 12:37:46,2013-04-17 12:38:09,23
u08,Physical activity,3,2013-04-17 12:38:17,2013-04-17 12:38:20,3
u08,Physical activity,0,2013-04-17 12:38:22,2013-04-17 12:41:41,199
u08,Physical activity,1,2013-04-17 12:41:44,2013-04-17 12:41:44,0
u08,Physical activity,0,2013-04-17 12:41:46,2013-04-17 12:41:46,0
u08,Physical activity,1,2013-04-17 12:41:49,2013-04-17 12:41:54,5
u08,Physical activity,3,2013-04-17 12:42:02,2013-04-17 12:45:51,229
u08,Physical activity,0,2013-04-17 12:46:01,2013-04-17 12:58:02,721
u08,Physical activity,3,2013-04-17 12:58:04,2013-04-17 12:58:04,0
u08,Physical activity,0,2013-04-17 12:58:12,2013-04-17 13:01:35,203
u08,Physical activity,1,2013-04-17 13:01:37,2013-04-17 13:02:16,39
u08,Physical activity,0,2013-04-17 13:02:19,2013-04-17 13:02:24,5
u08,Physical activity,1,2013-04-17 13:02:26,2013-04-17 13:05:35,189
u08,Physical activity,0,2013-04-17 13:05:37,2013-04-17 13:21:49,972
u08,Physical activity,2,2013-04-17 13:21:52,2013-04-17 13:25:36,224
u08,Physical activity,1,2013-04-17 13:25:38,2013-04-17 13:26:22,44
u08,Physical activity,2,2013-04-17 13:26:25,2013-04-17 13:29:38,193
u08,Physical activity,1,2013-04-17 13:29:41,2013-04-17 13:29:44,3
u08,Physical activity,2,2013-04-17 13:29:46,2013-04-17 13:30:25,39
u08,Physical activity,1,2013-04-17 13:30:27,2013-04-17 13:33:33,186
u08,Physical activity,0,2013-04-17 13:33:36,2013-04-17 14:49:44,4568
u08,Physical activity,1,2013-04-17 14:49:46,2013-04-17 14:49:59,13
u08,Physical activity,0,2013-04-17 14:50:02,2013-04-17 14:50:10,8
u08,Physical activity,1,2013-04-17 14:50:28,2013-04-17 14:54:28,240
u08,Physical activity,2,2013-04-17 14:54:30,2013-04-17 14:57:34,184
u08,Physical activity,1,2013-04-17 14:57:36,2013-04-17 15:01:37,241
u08,Physical activity,0,2013-04-17 15:01:40,2013-04-17 16:09:46,4086
u08,Physical activity,1,2013-04-17 16:09:49,2013-04-17 16:14:19,270
u08,Physical activity,3,2013-04-17 16:14:22,2013-04-17 16:14:32,10
u08,Physical activity,1,2013-04-17 16:17:35,2013-04-17 16:17:35,0
u08,Physical activity,2,2013-04-17 16:17:38,2013-04-17 16:17:46,8
u08,Physical activity,1,2013-04-17 16:17:48,2013-04-17 16:21:40,232
u08,Physical activity,0,2013-04-17 16:21:43,2013-04-17 17:17:47,3364
u08,Physical activity,1,2013-04-17 17:17:50,2013-04-17 17:17:50,0
u08,Physical activity,2,2013-04-17 17:17:52,2013-04-17 17:18:03,11
u08,Physical activity,1,2013-04-17 17:18:05,2013-04-17 17:21:41,216
u08,Physical activity,2,2013-04-17 17:21:43,2013-04-17 17:22:14,31
u08,Physical activity,1,2013-04-17 17:22:17,2013-04-17 17:22:27,10
u08,Physical activity,0,2013-04-17 17:22:30,2013-04-17 17:22:32,2
u08,Physical activity,1,2013-04-17 17:22:35,2013-04-17 17:25:43,188
u08,Physical activity,0,2013-04-17 17:25:46,2013-04-17 17:25:51,5
u08,Physical activity,1,2013-04-17 17:25:53,2013-04-17 17:29:39,226
u08,Physical activity,0,2013-04-17 17:29:41,2013-04-17 18:54:08,5067
u08,Physical activity,3,2013-04-17 18:54:11,2013-04-17 18:54:21,10
u08,Physical activity,0,2013-04-17 18:54:24,2013-04-17 19:01:51,447
u08,Physical activity,1,2013-04-17 19:01:56,2013-04-17 19:02:04,8
u08,Physical activity,0,2013-04-17 19:02:07,2013-04-17 20:01:54,3587
u08,Physical activity,3,2013-04-17 20:01:57,2013-04-17 20:02:05,8
u08,Physical activity,0,2013-04-17 20:02:07,2013-04-17 20:02:17,10
u08,Physical activity,3,2013-04-17 20:02:20,2013-04-17 20:02:28,8
u08,Physical activity,0,2013-04-17 20:02:36,2013-04-17 20:06:17,221
u08,Physical activity,1,2013-04-17 20:06:19,2013-04-17 20:06:19,0
u08,Physical activity,0,2013-04-17 20:06:22,2013-04-17 20:10:10,228
u08,Physical activity,2,2013-04-17 20:10:12,2013-04-17 20:10:12,0
u08,Physical activity,0,2013-04-17 20:10:15,2013-04-17 20:25:49,934
u08,Physical activity,1,2013-04-17 20:25:51,2013-04-17 20:26:02,11
u08,Physical activity,0,2013-04-17 20:26:04,2013-04-17 20:26:27,23
u08,Physical activity,3,2013-04-17 20:26:30,2013-04-17 20:26:38,8
u08,Physical activity,1,2013-04-17 20:29:41,2013-04-17 20:30:11,30
u08,Physical activity,0,2013-04-17 20:30:14,2013-04-17 20:33:50,216
u08,Physical activity,1,2013-04-17 20:33:53,2013-04-17 20:34:03,10
u08,Physical activity,0,2013-04-17 20:34:06,2013-04-17 20:34:16,10
u08,Physical activity,1,2013-04-17 20:34:19,2013-04-17 20:34:19,0
u08,Physical activity,3,2013-04-17 20:34:21,2013-04-17 20:34:21,0
u08,Physical activity,1,2013-04-17 20:34:24,2013-04-17 20:34:27,3
u08,Physical activity,3,2013-04-17 20:34:29,2013-04-17 20:34:32,3
u08,Physical activity,1,2013-04-17 20:34:34,2013-04-17 20:37:48,194
u08,Physical activity,2,2013-04-17 20:37:50,2013-04-17 20:41:42,232
u08,Physical activity,1,2013-04-17 20:41:45,2013-04-17 20:42:10,25
u08,Physical activity,0,2013-04-17 20:42:13,2013-04-17 22:18:09,5756
u08,Physical activity,3,2013-04-17 22:18:11,2013-04-17 22:18:14,3
u08,Physical activity,0,2013-04-17 22:18:19,2013-04-17 22:29:53,694
u08,Physical activity,3,2013-04-17 22:29:56,2013-04-17 22:30:01,5
u08,Physical activity,0,2013-04-17 22:30:03,2013-04-17 22:30:09,6
u08,Physical activity,3,2013-04-17 22:30:11,2013-04-17 22:30:11,0
u08,Physical activity,0,2013-04-17 22:30:14,2013-04-17 22:30:14,0
u08,Physical activity,3,2013-04-17 22:30:16,2013-04-17 22:30:19,3
u08,Physical activity,0,2013-04-17 22:30:21,2013-04-18 00:02:21,5520
u08,Physical activity,3,2013-04-18 00:02:24,2013-04-18 00:02:24,0
u08,Physical activity,0,2013-04-18 00:02:27,2013-04-18 00:26:39,1452
u08,Physical activity,1,2013-04-18 00:26:42,2013-04-18 00:26:44,2
u08,Physical activity,0,2013-04-18 00:29:48,2013-04-18 02:14:21,6273
u08,Physical activity,1,2013-04-18 02:14:24,2013-04-18 02:14:39,15
u08,Physical activity,0,2013-04-18 02:14:42,2013-04-18 02:17:55,193
u08,Physical activity,1,2013-04-18 02:17:58,2013-04-18 02:18:41,43
u08,Physical activity,2,2013-04-18 02:18:44,2013-04-18 02:21:55,191
u08,Physical activity,1,2013-04-18 02:21:57,2013-04-18 02:22:20,23
u08,Physical activity,2,2013-04-18 02:22:23,2013-04-18 02:22:31,8
u08,Physical activity,1,2013-04-18 02:22:33,2013-04-18 02:25:54,201
u08,Physical activity,0,2013-04-18 02:25:57,2013-04-18 02:26:05,8
u08,Physical activity,3,2013-04-18 02:26:07,2013-04-18 02:29:51,224
u08,Physical activity,0,2013-04-18 02:29:54,2013-04-18 02:30:02,8
u08,Physical activity,1,2013-04-18 02:30:04,2013-04-18 02:30:09,5
u08,Physical activity,0,2013-04-18 02:30:12,2013-04-18 02:30:20,8
u08,Physical activity,1,2013-04-18 02:30:22,2013-04-18 02:33:53,211
u08,Physical activity,0,2013-04-18 02:33:56,2013-04-18 02:50:04,968
u08,Physical activity,1,2013-04-18 02:50:09,2013-04-18 02:53:49,220
u08,Physical activity,0,2013-04-18 02:53:52,2013-04-18 03:26:37,1965
u08,Physical activity,3,2013-04-18 03:26:39,2013-04-18 03:26:39,0
u08,Physical activity,0,2013-04-18 03:26:47,2013-04-18 09:17:57,21070
u08,Physical activity,3,2013-04-18 09:17:59,2013-04-18 09:18:07,8
u08,Physical activity,0,2013-04-18 09:18:09,2013-04-18 10:30:17,4328
u08,Physical activity,3,2013-04-18 10:30:24,2013-04-18 10:30:27,3
u08,Physical activity,0,2013-04-18 10:30:29,2013-04-18 11:01:57,1888
u08,Physical activity,3,2013-04-18 11:01:59,2013-04-18 11:02:30,31
u08,Physical activity,0,2013-04-18 11:02:33,2013-04-18 11:42:04,2371
